url
https://www.mercadolibre.com.ar/notebook-lenovo-v15-g4-amd-ryzen-3-7320u-16gb-de-ram-ssd-512gb-graficos-radeon-610m-1920x1080px-teclado-espanol-gris/p/MLA39457292
https://www.mercadolibre.com.ar/notebook-exo-smart-r41-celeron-n4020-ram-4gb-ssd-128gb-141-windows-11/p/MLA49101171
https://www.mercadolibre.com.ar/notebook-acer-aspire-ryzen-7-5700u-16gb-512gb-156-fhd-gris-color-plateado/p/MLA35478000
https://www.mercadolibre.com.ar/laptop-hp-gamer-victus-156-fhd-144hz-16gb-ram-512gb-ssd-i5-13420h-w11-rtx-4050-negro/p/MLA44476308
https://www.mercadolibre.com.ar/notebook-msi-thin-156-i5-13420h-16gb-512gb-rtx-4050-ssd-w11/p/MLA54057643
