producto,precio,url,moneda
Apple iPhone 13 (128 GB) - Blanco estelar - Distribuidor Autorizado,1099999,https://www.mercadolibre.com.ar/apple-iphone-13-128-gb-blanco-estelar-distribuidor-autorizado/p/MLA1018500855?pdp_filters=item_id:MLA1556924909#is_advertising=true&searchVariation=MLA1018500855&backend_model=search-backend&position=1&search_layout=grid&type=pad&tracking_id=9e399b85-21a9-4cc3-be0c-5217da79eb5b&ad_domain=VQCATCORE_LST&ad_position=1&ad_click_id=NGVlMDFkYmItY2NhMC00ODk4LTg4N2QtNjc1ZTJmYTE5MzJi,ARS
